id,Class,Community,Subclass,text
UgzrpVsGx9AFxqYrrXh4AaABAg,noncounter,black,Default,"@harr77 ad hominem=lose the argument
try again next time :)
(try arguing with points)"
UgwudaKh8OunLJvKH694AaABAg,noncounter,black,Default,@tenroc4202k12 is funny because TYT reported on it. . . they just didn't call it a hate crime.
UgwRsQoZQofSkZrZqF54AaABAg,noncounter,black,Default,"Are you kidding me? I know what they did was awful, but if it were reversed and a black man did that to a load of white people say on a subway, which has happened. All he would need to say in court is that white people scare him, because his people were oppressed at one time and that is why he shot them. They would let him go. I can get links off the net if I have to."
Ugx-n3Q8ct-AQ1yR2f14AaABAg,noncounter,black,Default,well a lot of local murders don't make national news -_-;
UgxbxtC16jL5Pkv8v4V4AaABAg,noncounter,black,Default,"@BlackDude41 exactly, you would think people would stop defending their ""race"" and only each other as human beings"
Ugz4tOlyrgAvUo5jcIJ4AaABAg,counterspeech,black,Positive tone,If color is the problem what can we all be one color?? (Blue)
Ugwr0ZhEnlDG6zmaby54AaABAg,noncounter,black,Default,"@PatriotSue those people are just as guilty. and the term ""hate crime"" is dumb it's just a fancy way to say racist attack, mostly every violent crime (ie rape, murder, assualt ) has feelings of hatred behind them reguardless of race. and my first comment applies to every race why turn it into a black/white thing?"
UgwgFY49Ui37CpOeRDJ4AaABAg,noncounter,black,Default,"While I loathe racism,I'm white ,and get toomuch hate from blacks."
Ugyb_samEysgaI7qnw54AaABAg,counterspeech,black,"Positive tone, Pointing out hypocrisy or contradictions","He says ""wow, you got your kids cursing at me too"" and this is somehow him talking to her kids. LOL."
UgwBum4erhowK7konvB4AaABAg,counterspeech,black,Pointing out hypocrisy or contradictions,Why do I see people with black hair always being racist.
UgxlpDZxVqpzfHWddNt4AaABAg,counterspeech,black,"Pointing out hypocrisy or contradictions, 9",So she can raise her kids to be racist and become prostitutes and strippers but can't raise them to at least ignore a starting car from a black person? Hmm I suspect she's retarded💩
UgxMw0Ewkkr5Dthsw1N4AaABAg,counterspeech,black,"Presenting facts, Warning of offline or online consequences",One time someone did that shit in Brooklyn near school and these blacks and some Arabs beat the shit out of this guy and then dipped lol
Ugx3MOCVVqRRvoSfAKx4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",I woulda smashed this bitch fuck jail she needs 2 always remember what happened 2 her when she used that word the last time dumb fuckin white bitch u need a black dick in that filthy mouth dont lie to yourself
Ugwpe8JCXfhiacR4NPl4AaABAg,counterspeech,black,"Hostile language, Denouncing hateful or dangerous speech, Warning of offline or online consequences",Her children will be skin head neo nazis when they're older. This is why the world is a shitty place. It's all down to bad parenting.
UgxyR1CypWy5MqWD5G94AaABAg,counterspeech,black,Positive tone,"This happened in New York? Damn, the south got some competition"
Ugwx_k7-RcEo5FNonXZ4AaABAg,counterspeech,black,"Pointing out hypocrisy or contradictions, Denouncing hateful or dangerous speech","This is definitely blatant racism, but to say it happens all the time? I doubt it."
UgyXe18QE6l9GfHN5gV4AaABAg,counterspeech,black,9,Sick woman
Ugzyt-Z_zsCAY--tZit4AaABAg,counterspeech,black,9,Damn her kids are pussy’s
UgwXkL6yOrR4N9R6Xex4AaABAg,counterspeech,black,"Affiliation, Denouncing hateful or dangerous speech, 9",It goes both way white racist black racist but this lady is a piece of white trash poor kids hope she watches this video come to my neighborhood lady and I’m white that’s a disgrace to the white races
Ugw4Cwv_3qYRUEWD8MN4AaABAg,counterspeech,black,9,She aint gone do nothing but call popo when somebody slaps her ass..   Her kids gone have depression problems too
UgzNr4ZUn07g4PokNC14AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, Positive tone, 9","ik this is 4 years later but i bet this woman don’t even wash her ass right but wanna spread hate , these filthy bitches deserve soap to wash they behinds and mouths"
UgxndN02sMRxPbgxVDJ4AaABAg,counterspeech,black,9,P E O P L E ARE P O I S O N
UgzVUKOE0M2g7-0OUU94AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",Racist Women wow she should be in jail
UgxDL7HOBSNhXb_BVcR4AaABAg,counterspeech,black,9,"I will whip my coffee at you
“Ok” (rolls up car window)"
UgwjvRHl54YHa04ag394AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,Who decided to marry that women!?
UgxPHXk5pOVgGXmO1MJ4AaABAg,noncounter,black,Default,"Meanwhile, some young black males stole your car, shot your friend, raped your sister, sold drugs to your little brother, broke into your Grandma's house.

Black people created this. You brought crime, drugs. People are sick of it. Lots of these people weren't even racist before and you made them racist...but.

You didn't even show racism. You showed insanity."
Ugz8kFt3c1eCiOcRNlF4AaABAg,counterspeech,black,Positive tone,"Lmao im laughing my ass off to that whaman she is like a teacher
And tells how to pronounce N I 🅱 🅱 A"
UgzEg32sfho9RYwPZnt4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9","Someone please make up a name for this lady. 
Share, let whole world see her."
UgyZnC-6OuXZ-fnjniN4AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,That first clip was crawling my blood
UgydujtuVeUKQkBQjip4AaABAg,counterspeech,black,9,What the F is worng with her...and she is being one shitty Bish and a bad role model to her kids!
Ugzt_1IA-ccZApSxElR4AaABAg,counterspeech,black,9,Her mouth is huge.
UgwXQ_oP4iWo5PI2NnV4AaABAg,counterspeech,black,9,"4 years late, who cares that women is disgusting"
UgwNqJNzQksotzatIq54AaABAg,counterspeech,black,"Affiliation, 9","Fr like I would just jump out of the car because I'm a girl I would beat the he'll out of like you wanna call me a nigger watch your fucking mouth dumb bitch talk shit 
get hit and keep hitting her in the face. And I will be like dumb hoe you done"
Ugwe1JXmXDj6tVZNk314AaABAg,counterspeech,black,"9, Warning of offline or online consequences",Im gonna kill her
UgzODJrYw9cPR69rVIt4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",Back at my old skool me and my friend who was also black would smack the kids who say the N word
Ugy4wUkHGMu2ZONkIvV4AaABAg,counterspeech,black,9,"Oh my god she is a stupid bitch,  USA you can keep it."
UgyPE_ENAKUcjJn98ox4AaABAg,counterspeech,black,"Warning of offline or online consequences, Denouncing hateful or dangerous speech",wow so racist that woman needs to get arrested
Ugxj7eMesy-oAq5n6Ot4AaABAg,counterspeech,black,Positive tone,"One time someone started their car and it scared me cuz I thought it was going to run me over and all my mom did was 








Laugh."
UgwIq1g2PxBOsP7kzq54AaABAg,counterspeech,black,Positive tone,you're a cracker!
UgzL5Zlydm0HEpEKzFZ4AaABAg,noncounter,black,Default,Ur a nasty fucking er. Lol wtf
Ugy7uHhOtvrO2IEyjqB4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9","I see no changes, all I see is racist faces
Misplaced hate makes disgrace to races"
Ugz52hxfze8ERWqcCNR4AaABAg,counterspeech,black,9,"wanna know why she's mad?

Roses are Red Violets are blue
There's a Negro in her daughter

PART 2"
UgwslT2wYEf92X-86-p4AaABAg,counterspeech,black,Affiliation,"Living in Jamaica Queens NY, I got black friends. It's all good"
UgwsOC_W_0s2a6AS-6B4AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, 9",That lady is the rudest person ever.
Ugx6A69Nj5EM9TkRQl54AaABAg,counterspeech,black,9,"As a colored person I'm so disappointed. ""Nasty ni**er"""
UgxKWa9y185emBDyDUV4AaABAg,counterspeech,black,9,It jad a hard r i hate her
UgymLtBxYRHOQ0Lzuz54AaABAg,counterspeech,black,"Affiliation, 9, Denouncing hateful or dangerous speech",She's a disgrace to white people like myself who view everyone as equal.
UgwWKzHOYqQtMhAzUbF4AaABAg,counterspeech,black,Positive tone,How many cops have I stripped for? 😂
UgxvIoVYsSnVGXN7Ikd4AaABAg,counterspeech,black,9,METH
Ugw_xdzf2_NCoo76cIN4AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, 9",She looks over 45 & her behaviour is recklessly disgusting.  Respect & props to the black camera man. He stayed calm when she doesn't expect & want you to do.
UgzIixzdl2Uz6-2MK_t4AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, 9",A shame
UgxYucrm1jFR6VqGEzN4AaABAg,counterspeech,black,"Positive tone, 9",That bitch crazy 😝
UgwcPUnI31d-JviTLFx4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",I would’ve slapped fire out of her and gave her son a real reason to hate black people 💯🤷🏾‍♂️
UgwctgadJQfEneSv_GR4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",She needs to be beaten in front of her kids so that even they come to know that what thier mother did was wrong
UgyhpRicq6zjY7GUEsd4AaABAg,counterspeech,black,"Affiliation, 9",If that lady is watching this fuck you i'm not black but I'm also not racist but fuck you if you're watching this lady
UgyL7Nak7UXls0BrrTN4AaABAg,counterspeech,black,9,She's so stupid
UgzZkh0sEkVmuL239-54AaABAg,counterspeech,black,"9, Denouncing hateful or dangerous speech",She's one of the most bad moms ever for doing that dramatic scene in front of her kids and cussing. They're going to learn those words from her:/
UgwlhBNnrKk0B2DOmsV4AaABAg,counterspeech,black,9,TBH it's probably a super conservative piece of shit area anyway.
UgwCw919NKOqzuVhZ_V4AaABAg,counterspeech,black,Positive tone,"Lmaooo ""niggguuuurr"""
UgwAnH2uo1fVx0HDh_V4AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, 9","What a whorebitch.. am I right, guys? It's ironic how insensitive these single ugly b's can be, ya know?"
Ugx7tm8fWSOYkYnGOr54AaABAg,counterspeech,black,9,This woman needs a muzzle or to ne put down
Ugyx_fOUjN-Dw2OtNE14AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, 9",She sounds like she is on crack
Ugz7n5t6Eq3cFkPzchF4AaABAg,counterspeech,black,Hostile language,People are so unhappy these days its sick.
UgxIb5P7f7RGyBmQbFJ4AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, 9",wtf is this shit? Are you serious lady? What an absolute lunatic.
UgyIggA4XsHoSbAkheB4AaABAg,counterspeech,black,9,BITCH GO TO HELL
Ugy4C_Xh0C5f-OUbOiJ4AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, Warning of offline or online consequences, 9","why the fuck is it so offensive
that word that almost everyone says these days is still racist???
and that kid with such a mom will be an asshole
and this woman, just slam her face in concrete wall"
UgwnwN8PhX2UxpEPtRV4AaABAg,counterspeech,black,"Positive tone, 9",Fuck her fucking 😒😂
UgwtzESlpNro7J-grTl4AaABAg,counterspeech,black,9,She looks like a fucking witch
UgzFipPCa-7kLz4jRoh4AaABAg,counterspeech,black,"Warning of offline or online consequences, Affiliation, Denouncing hateful or dangerous speech","As a white man i can say that people like this should be punished. Theres no end or reason behind racism. Makes me sick to my stomach when someone thinks there better then someone else due to skin color, hate racism."
UgyiqaOwiQfOt5VmkjZ4AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,2014 lmao it’s been 4 years and racism is getting worse
UgwkjzImUADXzTufiJ54AaABAg,counterspeech,black,"Positive tone, 9","Well she completely forgot the definition of racism 😂, lady he started his car up chill TF hoe."
Ugy-ZQCPmPQKWJql30N4AaABAg,counterspeech,black,Pointing out hypocrisy or contradictions,"U know what sucks, you cant fight bitches like this because she’s a girl. If the genders were switched the girl would of beaten him smh"
UgygBDETBKOcvyvMFsZ4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",YUK - Theres a special hot hole in hell for Racists like that
UgwgzS4pygFztfopeXR4AaABAg,counterspeech,black,Warning of offline or online consequences,Starting my CER
UgwFbQH-lvCE6Me9j2l4AaABAg,counterspeech,black,Positive tone,"Is this the South in the 50,s!"
Ugybggbos7XzAGaO0Dt4AaABAg,counterspeech,black,Positive tone,I Bet she has a long black dildo at home.
UgxH5pjgaNtkro4pBpx4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",If it was me I would punch her.
UgzRdOM_NTRiDi23tLx4AaABAg,counterspeech,black,9,You are satan
UgxmRatTLO6mb2tkfux4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",That bicth is going to burn in hell
UgwtKJbN_PpHHKIhqqZ4AaABAg,counterspeech,black,Positive tone,Lol the kids are like what does that mean
UgzBxzfZ364Z9cGM5yJ4AaABAg,counterspeech,black,9,Neanderthal cave bitch
UgzoFY6k1o9R8v5FVzx4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",She is racist and he should smack her
UgyJW4jk9dxH2oOiPN54AaABAg,counterspeech,black,Hostile language,Guys can you click on me and subscribe please. and don't forget we are equal but we need to learn how to respect brown people or if you know its alright
Ugxz3DXnMXquqhnhpBx4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9","What a racist bitch!

I wonder what kind of car he had 🤔"
Ugw5-94q4fB7gCnDwEV4AaABAg,counterspeech,black,Warning of offline or online consequences,"2014 - 4 years later white people will evolve to orange pricks, not all of them just the ones who say the n word"
UgwU4R8ZKWNBDiwIu7V4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",I would have slapped that bitch
UgwKgFdzlzBB49BYqch4AaABAg,counterspeech,black,Positive tone,Lol hilarious.
UgxFLbQ4dWSyuPQfpTx4AaABAg,counterspeech,black,Hostile language,black lives matter why people say so much hate😢😢 the worlds a bad place
Ugwqb8b5hcxakFK3Ww14AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",I ought a smack the shrimp out her ash
Ugw2h3yKFg215dwdZJN4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",Man i would have punched that bitch right in the fuckin mouth and slapped the fuck out her kid too
Ugyo0WVMjsmrtLt1q3R4AaABAg,counterspeech,black,Positive tone,doO naT tAwLK tO MAi kWidZ
UgwNYDDL1yDIJb0NKAB4AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, 9",MAN FUCK THAT FUCK SHES THAT TOXIC AND VIOLENT JUST CUZ HE STARTED HIS CAR QHAT THE FUCK IS THIS WOMAN GODDAMM
UgxJRt7Cz1P72DDOVjF4AaABAg,counterspeech,black,Hostile language,"So, me, being a white person( I apologize...i don't like using skin color to describe a person), was in the place as this gentleman, starting my engine and, apparently, scaring her kids, would I get the same reaction?"
UgyEEtz57ArBP5HdvrZ4AaABAg,counterspeech,black,Positive tone,Her husband had to stop watching dukes of hazard to go fight a black guy!!!!!!!!!!!!! Lol
UgyhSbSUmSMUTgU6xW94AaABAg,counterspeech,black,Warning of offline or online consequences,Was that Wigger Arrested
Ugx8z98h4yiA3Udttut4AaABAg,counterspeech,black,"Affiliation, 9",Just becouse she dum and racists dose not mean we are all like that in the world
Ugzd2Nvp9bcPkkMNCVV4AaABAg,counterspeech,black,Positive tone,She was a stripper?! BARF 🤮
UgzeSQD-lZSn8xaSUl54AaABAg,counterspeech,black,Warning of offline or online consequences,Someone needed to knock that woman out.
Ugy6NJ3iAfrHMb_pXKx4AaABAg,counterspeech,black,9,Her ass is more flat than coke from 1955.
UgwrKwEvFfN9bS6CsEV4AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,Oh sad world
Ugz6eo09c6rUF2-n48R4AaABAg,counterspeech,black,"9, Denouncing hateful or dangerous speech",Racism is not rampant. I was brought up in the sixties and seventees. It was a lot more rampant then. This woman is an isolated bigot. Stay cool dude
UgzYOD6ZoU2VWIaYcDR4AaABAg,counterspeech,black,9,Well shes a wigga
UgwfYGOe6ilJNYYMs1F4AaABAg,counterspeech,black,Warning of offline or online consequences,I thought he was going to go african super saiyan on her
UgxgzdYvd5YtFHhYW4R4AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, Warning of offline or online consequences","Fucken white people and this is why I don't like America lol OBESITY  is up up up 
RACISM is up up up"
Ugzc0VwifvDtTKXUXGR4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",I woulda just left the sick bitch standing there with her mixed race kids.
Ugxi-2k7LMe0hKsfwO54AaABAg,counterspeech,black,9,That's shocking!!!  Sounds like the accent of my fellow Massholes.
UgxU00g5lQoIUPxxL0R4AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, 9","god damn... honestly fuck america and its white victim complex, I'm tired of hearing white people go off about how they have it bad every fucking day of my life. using our education system to indoctrinate our society obviously worked if shit like this is still going on."
UgxEzn49t3SloZXT8kd4AaABAg,counterspeech,black,Positive tone,Lmao racism will never end and this lady is hilarious. When someone is racist record them so the whole nation can see. Expose it
UgyMpzKwVo6I-PkGOsl4AaABAg,counterspeech,black,Positive tone,She sounds like janice from friends lmao
UgyIeo5j2sCNzXFzsaN4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",i wouldve popped that lil ass boy in the mouth and i wouldve told the man to pull up and i wouldve slapped the bitch
UgxXlxuYzdksKupEU1t4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9, Denouncing hateful or dangerous speech","I’m not usually up for hitting girls, but damn I need to do what everyone else on earth should do and that’s beat this women to a bloody pulp! Damn son how can someone be that racist???"
UgzSXKdnS7l2yPmXtU94AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,"It sickens me that these kind of people still exist.  Yep, this is the world we live in."
UgwX7TsJdBBKmOcPJxF4AaABAg,counterspeech,black,Warning of offline or online consequences,I hope she dies straight up
UgztPrJy3uT7oVxh9714AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",Maaaan id pay to take every Martial Arts just to destroy her
UgxTPUD3Jz_3E-5wqXd4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",I would've paved the cement with all her teeth and brains soon after she said it
UgwTKhaXRaU4sPq3WsB4AaABAg,counterspeech,black,9,she lost her shit
UgzaRcPDAIQbMS3JhTF4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9","What an evil woman, slap that crazy bitch"
UgxIugwN62Zha8eei-h4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",I'm a make her suck my dick
Ugy1OKt-wSM0bc0miK14AaABAg,counterspeech,black,Hostile language,"Why? What is the purpose of this. Obviously there are people who love and those that hate. Why focus on racist, child molesters, rapist etc. Rather than people who love.

We already know about haters . Why do you want to focus on them. Hate feeds on hate and love on love. How are you changing people like this by provoking her?

Obviously her  towards people goes beyond her racism. Just wether you believe it or not say "" I am sorry"" then leave her alone. Hopefully she will find her own path for love, but irritating her is not the answer.

Just exactly is your agenda? Why do you want to go here. Obviously there will be evil in the world before the Christ comes again. 

What other avenues of hatred have you focused on besides racism. Probably none. Why not? Obviously by focusing on one narrow aspect of hate you are not addressing the other areas of hate. Where is your video on spousal abuse, murder etc? Please come up with these before you become too focused on one aspect. There are many people who are destroying the black community who are not racist."
Ugw42YFn2ysUHAnvuDx4AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,Those kids man ugh
UgyBbF6hApuJhPR83XB4AaABAg,counterspeech,black,9,Dumb bitch
UgzXoCBuA7J91teSyG94AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",Go to hell u stupid fuckin hag
UgzIVTiveiFIlllPm4h4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",I want to kill her.
Ugxoaxs_dIEWJPPOHYl4AaABAg,counterspeech,black,9,Stupid lady
UgwLrUPjkiRfWZs9aER4AaABAg,counterspeech,black,9,"Vroom vroom
What do you all have to say?





You are a nasty fucking ()()()"
UgxxV_Y_BWhIQFbMFPt4AaABAg,counterspeech,black,Warning of offline or online consequences,I feel for the kids being raised by a racist. That woman shouldn't be allowed around children.
UgyibyEurIBkzsFKezN4AaABAg,counterspeech,black,Pointing out hypocrisy or contradictions,White is a color so white people are technically colored
Ugw-LLQ3XJACbffHpJN4AaABAg,counterspeech,black,"Positive tone, 9","1:46 lmao the guy in the background is like ""bitch plz, I done with bitches like you"""
UgxJKtJkdvSgKIdn5uB4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",I love how she said she'd pull him out of the car and beat him up or whatever LOL. Women have completely went insane. You see this a lot on these types of videos where women think they can beat up a man. Women have forgotten that its a biological fact that men are stronger. I fuckin love when they have such a big ego like this they think they can beat up a grown ass man. I'd say a 14  year old boy could beat up 95% of women and the other 5% are like MMA girls and other shit like that. I fuckin love it dude cause I just want those types of women to get beaten to death just to prove to them they aren't strong for shit.
UgxBca_eKsjAxuBykO14AaABAg,counterspeech,black,"9, Positive tone",Nasty fkn nigga hahaha wheres my baby powder
UgwZ1hk3VoXOWzD8oEV4AaABAg,counterspeech,black,9,Fucking cracker !!!!
UgyR9Vhs0fizmPIOTBZ4AaABAg,counterspeech,black,9,White trailer trash loud mouth talking shit like that in front of her kids .. I thought they kill off the KKK .. Fucken white folks with no education and this is what you get
Ugz1-PqIoVgs0x5olwp4AaABAg,counterspeech,black,9,So she is speaking her mind and every negro comment is talking about violence. Point made. Animals . The whole lot unless they have enough white blood
UgxeTPOfEJkEkb1dKPV4AaABAg,counterspeech,black,Positive tone,It's funny how they hate us but they brought us to this bitch
UgwU6NHO0llGTejSYUN4AaABAg,counterspeech,black,9,That lady is the worst
UgzsL4S5stoTwLIpfrx4AaABAg,counterspeech,black,9,Stfu shitskins
UgzwrCdjxitVDQ6HV0p4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",That women should not be alive. That Racist pig. I fell sorry for the recording the incident.
UgwQC-DFuB1OnsbR2tx4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",I hope she goes to hell
Ugw0Fx6YMtqNVZEBSIt4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",If that was me I would have killed her and her kids and family and friends and her bitch ass husband. And piss on there grave.
Ugy52ZIE9o7XFaXBpnp4AaABAg,counterspeech,black,9,this is disgusting
UgwsE8N9DIg6soj_acd4AaABAg,counterspeech,black,Positive tone,She needs to check her Dna cuz that hair isn’t white.  Lol
UgyKx5KYRJrUInL_gJh4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",in Africa she'd get her ass whooped and get thrown in jail
UgyMG_mvCKgbLIO7D9B4AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,"Trump election support highest in areas with highest rates of opioid painkiller use, study reveals

Earlier research found president over-performed in areas with high drug, alcohol and suicide mortality rates"
Ugwpl7VhGC8MSyRduJZ4AaABAg,counterspeech,black,Hostile language,Wtf
Ugzq05MJCREiDZ3jqBd4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9","If it were Me & she'd actually touch me, I'd punch her right in the Mouth. Whether black or white or other... If you go on a public racist rant, u deserve an like turner beatin'✊"
UgxE1JJa8grVKyjcWul4AaABAg,counterspeech,black,Positive tone,"i was shook when he said ""2014"""
UgwtWngh6dkh8OQJt7F4AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, 9",That's so sad she's so stupid
Ugwjhd4idHYWEdTJFfV4AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,Dude that is 45 minutes away from where I live... Wtf.
UgzC8CdXf75GVofpfAJ4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",That bitch need 2 get slapped
UgxAymWEYFEKb6ReMAx4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",I woulda beat her ass i dont care
Ugx-_y4bMkS2yrO4W3F4AaABAg,counterspeech,black,Positive tone,"IM GONNA THROW MY COFFEE AT HIM! 

Go ahead raises window"
UgwR5IazvTJaFtrAWUp4AaABAg,counterspeech,black,Positive tone,f     n      n          hahahaha
UgzZDVkt9QIcNqUJTQl4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",Truth be told he should of dropped her ass
UgzRjtSFuM_PXlFTRbF4AaABAg,counterspeech,black,"Positive tone, 9","Me:  Congratulations
Her: ohhh thank very much
Me: Congratulations for being the worst mother/person in the world
Her: 😐"
Ugy3jkmYe0id0KNGjwx4AaABAg,counterspeech,black,"Positive tone, 9",That’s why her broke ass shopping at dollar general 😂🤷🏾‍♀️
UgySdQHw537JmOQzar14AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",I want to pull every stran of hair out of that women
UgidKh1f7vmIUXgCoAEC,counterspeech,black,"Warning of offline or online consequences, 9",Hope all you racist mfs DIE SLOW keep talking while you think people actually give a damn about what's coming out of your mouth. NOW..GOOD DAY😘😘😘
UgxkMY-V40dfjNDfxHF4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9","The irony is that punk kid is going to be lock up with a bunch of black dudes.. I hope he does'nt drop the soap, but i guess that will be the least of his worries. Lets just say he's not the smartest of the bunch."
UgwsFQtGVoJYroC6Yz94AaABAg,counterspeech,black,"Warning of offline or online consequences, Positive tone",@chronDiggity They DON'T know what they do.  They DON'T know that their actions could anger some black people to the point where they want to go do the same thing to a white person.  They DON'T know that once again they've tarnished the reputation of Mississippi worse than it has been for the past century.  They DON'T know that they've just put themselves into a society of predominantly black prisoners who will probably make them their little bitches for the next 25 years.... PARTNER
UgyBS7tJBLAR2ueKW3d4AaABAg,counterspeech,black,Pointing out hypocrisy or contradictions,It's not a national headline because the victim isn't white. Point blank period.
UgyHoQNVlVAaR-nJF6h4AaABAg,counterspeech,black,Hostile language,"Forgive these young men, for they know not what they do...."
UgzfJkILresbfZjzyyB4AaABAg,counterspeech,black,Pointing out hypocrisy or contradictions,@chronDiggity Murder is murder regardless of race. If two truckloads of Asian people killed a chicken it would definitely make headlines.
UgyXWuVs12AlQecwTah4AaABAg,counterspeech,black,9,"@ginesdepasamonte RACIST. What I am trying to get through your thick RACIST HEAD, is ALL MURDERS are HATE CRIMES. It is only the true REAL RACISTS, that attach or try to make the act, somehow more evil when race is involved. If I was to kill a redhead, because I hate redheads, it doesn't change the fact that I killed someone. It doesn't matter why you murder someone, it still remains murder."
Ugy7C3vneer5WIvpyTt4AaABAg,counterspeech,black,9,"dam f ing white people are crazie, once they start drinking budweiser, cant they just drink and mind their on buisness"
UgwBphIX-laoEinaQpF4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9",i think the electric chair is suited for the guy who the guy over and the rest should get life in prison !!!
Ugz-3ayRw4ahQpvoRNd4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9","Who else wants to run these racist fucks over with their own cars?

Lock them up for LIFE."
UgwIgiwH4zJIcNsyWyV4AaABAg,counterspeech,black,"Affiliation, Hostile language","@xoriyo I'm white, but one of the best things i do is love.........
I love you!"
UgyrAR6VXqbO7Zpwkm94AaABAg,counterspeech,black,"Hostile language, Denouncing hateful or dangerous speech",the hatred in this world makes me fucking sick.
UgzeBweCF0RfK0bRBrF4AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, 9","@PatriotSue Liberal or Conservative, any can see that this was a racially motivated crime. You are badly deluded and people like you who jump to defend perpetrators of this crime are the reason why racism survives. In case you hadn't noticed, hate crimes against caucasians are equally documented, its just that those particular instances of hate crimes are less frequent than hate crimes toward blacks. So thanks for being a complete scumbag, UnpatrioticSue."
UgyRQs_pT7VvIi8uPth4AaABAg,counterspeech,black,"Positive tone, Pointing out hypocrisy or contradictions",Lol it take 10 white kids to beat one black man :p yeah white power my ass
UgwSzAYymjWKI2asyGx4AaABAg,noncounter,black,Default,Whites attacking blacks? Doesn't happen too often. Better report on it.
UgySqjS4gikPoP8lj_V4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9","Whitecircle, you need to chill with all the CAPS!    These young THUGS should be put to death. Better yet, give them a life sentence.  Eventually, they will get to meet some blacks who will take care of them."
UgzfYnWrcyN3AG_Rf2B4AaABAg,counterspeech,black,Warning of offline or online consequences,"It takes parents teaching manners for this not to happen.  These ""adults"" - since they WILL be tried as adults - need to have their parents on death row WITH them as its their fault as well.   Its a wonder black people don't riot over there... I hope they don't, not because the whites don't deserve to be dragged from their homes and strung up, but because it would be no better.   Curfews need to happen across America to stop this."
UgzvKoY0d6ggFw9_ehN4AaABAg,counterspeech,black,9,"@jess4u904 ""To the the fukn news reporter whats soo fukn funny u white bitch﻿""
People sometimes laugh or smile when they're uncomfortable or disturbed. One of the young men who survived the recent Norway shootings was laughing when he tried to explain how his friends died, as an example. And calling her a ""white bitch"" (and your poor grammatical/spelling skills) just lost you any support you might have had for that comment."
UgyuCAfzAgWubIxfJsN4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9","I think these ""pukes"" should be put to the sword for what they did!"
