Class,context,text,id
facts,Muslims are not civilised and Europe does not want them.,"So-called civilised Europe has benefited from Islamic contributions for hundreds of years, even some basic research would tell you that Muslims have just as much right as any other to be here.",2171
denouncing,What is the point in listening to Muslim women? They are all retarded.,Don't use offensive language and you are literally saying do not listen to hundreds of millions of people of all walks of life.,2172
humor,Afghanistan or maybe Pakistan? I bet this does not look like an English town to you? #saville Town (Text accompanying video footage of people on their way to Friday prayers etc. ),Omg brown people contributing to our society. How dare they!?,2173
facts,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,"Horrific crimes of child sexual abuse and rape are not isolated to a single religion, and are tragically widespread in many societies across the globe.",2174
question,We are not allowed to raise our national flag in case it offends a Muslim! #fitinorfuckoff.,Where is your evidence for this? This is simply not true.,2175
denouncing,"We need to kill Muslims, otherwise, they will make us explode!",How can you say this about 1.6 billion people?,2176
support,"The world is already lost, but US and UK face challenges from Islam. These are death cult, intolerance, barbarism, freedom, free speech, being gay, quran, jihad.","The UK and us must fight Islam! Islam is intolerance, Quran, jihad, being gay, barbarism and so on. It is a disgusting cult!",2177
denouncing,Muslims are contaminating our world.,Hatred and intolerance are the only thing plaguing our planet.,2178
support,What have Muslims ever done for us?,Have Muslims ever made a contribution to our society?,2179
facts,In Birmingham there is a school where girls and boys are separated even if it isn't legal.,"To be fair, the OFSTED report is more concerned with lack of enforcement and less about focussing on the practice of any particular faith.",2180
hypocrisy,Western societies are too civilised to welcome Muslims.,"That is why they are surgeons, doctors, teachers, entrepreneurs.",2181
question,"Muslims, if they cannot assimilate, they should emigrate.",What if somebody is UK citizen and muslim?,2182
hypocrisy,"If the Koran was a current book, it would probably be prohibited as hate speech.","So would the Bible, the Torah, etc.",2183
denouncing,To solve all our problems it is enough to burn down mosques and the Koran.,How about a constructive approach to solving problems? Violence is never the answer! Nor is scapegoating one religious group as the root of all evil.,2184
facts,We must eliminate this cult of hate and its supporters. Their literature is all about genocide and hate. Wake up Britain!,"If you read Qu'ran, you would know that there is nothing about hate in it. Statements of hate nad genocide do not come from this religion, but from specific people who are armed military groups. Do not confuse criminals and common people!",2185
facts,"Muslims do not want to integrate, they want to impose sharia. And then they ask for respect! They are a problem!","Everyone has to follow British laws, this is simply how it is. So yes, Muslim people do respect our law. I haven't seen anyone breaking the law and then getting away with it.",2186
facts,"I think that Muslims can be a problem for our society, because they do not want to conform to our costumes. They want their religion to be respected, but are they respecting our laws? One day they will oppress us with the Sharia and polygamy.","Everyone has to follow British laws, this is simply how it is. So yes, Muslim people do respect our law. I haven't seen anyone breaking the law and then getting away with it.",2187
facts,We must send Islamics back to their native countries. They are too different from us.,"I am no expert but I do not see Islam as a single, mono-culture any more than Christianity is. Surely the 'successful' religions are those that adapt and adopt aspects of the 'local' cultures.",2188
facts,"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged.","People invited to work in our mills and factories, invited to settle and contribute to our society. Doesn't fit any definition of an 'invasion' that I am familiar with.",2189
question,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,Having a mosque built down the road is causing you problems? Really?,2190
facts,"We cannot build churches in islamic countries, why we should permit Muslims to build mosques in our countries?","For hundreds of years we weren't allowed to build different kinds of Churches in Britain, but we are better than that now.",2191
question,The vast majority of Muslims are unemployed and refuse to work.,"That is a sweeping generalisation to make, got any facts to back that up?",2192
facts,Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why it is tolerating these despicable people.,"Muslims also contribute a lot to our society by doing manys works that our own people do not want to do, or doing cutting edge research.",2193
hypocrisy,Afghanistan or maybe Pakistan? I bet this does not look like an English town to you? #saville Town (Text accompanying video footage of people on their way to Friday prayers etc. ),Have you seen Magaluf in the summer? Brits do the same everywhere we go.,2194
facts,Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? You shall not envy anyone anything. This includes other countries' territory. Stop Islam spreading!,"I do not think Islam is evil. The Qu'ran statements do not promote anything evil or hateful. The reputation of Muslims was undermined by terrorist groups, but no need to generalize too much.",2195
question,"Europe is civilised, Muslims should not stay there.",Why? What makes you say this? How are muslims 'uncivilised'?,2196
question,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.",Have you thought about what western value is what Islam is really about?,2197
question,"Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expounded in their main books.",How have you come to this conclusion?,2198
facts,"It is safer not to share a meal with a Muslim, because you can catch HIV or Ebola!","Fought in 2 world wars for us, provided medical care, made scientific advances, contributed to the economy massively. Need I go on?",2199
facts,Muslims are not civilised and Europe does not want them.,The first universities in Europe were established by Muslims. Muslims are the ones who helped create 'civilized' Europe.,2200
humor,"There should be no Mosque in this country. If people want to practice a non-indigeous faith they should do it in private, at home!!","Christianity isn't exactly 'indigenous', given Jesus was born in Bethlehem!",2201
denouncing,"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence.",No. This is not true. How can you say this about an entire faith?,2202
facts,Muslims are not inclined in working and for this fact they are unemployed.,"According to the Sun they are not refusing work but unemployment for Muslims is 1) due to discrimination against them, 2) that the report only looked at full time employment not P-T work, 3) say that numbers are pushed up because mums are more likely to stay at home while children are little.",2203
denouncing,Never share a meal with a Muslim: you could catch HIV or Ebola.,That is a sweeping statement to make for someone with such a flawed knowledge of how these diseases spread.,2204
question,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.",Show me evidence of this?,2205
support,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!","We should have a flaming punishment on these Muslims, before they win.",2206
denouncing,Islam is the cancer of the world and need to be surgically removed.,An entire faith of 1.6 billion people is not a cancer.,2207
facts,"Muslims have committed a crime two days ago and yesterday the court did not punish all of them. All the common citizens should punish them properly, if the nation does not do anything to counter the violent Muslims.","In fact, the government deports those criminals back to their countries.",2208
question,Muslims have no place in civilised Europe.,It seems like you are against Muslims if you are saying something like this? Why is that?,2209
facts,The UK isn't the nation that was before. This happened because of the Muslim invasion. This invasion represents an illness for our country.,No. Having a diverse society is a positive. There is no 'invasion'.,2210
facts,"Muslims have committed a crime two days ago and yesterday the court did not punish all of them. All the common citizens should punish them properly, if the nation does not do anything to counter the violent Muslims.","The ones who deserved to be punished, were punished. If others are innocent, clearly they do not deserve to be penalized?",2211
facts,"Islam does not help science progression, because it does not have useful elements and it isn't rational.",Actually all modern science and mathematics are children of Islam.,2212
denouncing,Muslims cannot add any value to our culture.,Maybe prejudice and xenophobia have nothing to contribute to our society.,2213
facts,Islam is a just a repressive ideology that persecutes women and gay people.,Articles showing the opposite.,2214
facts,"Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.","Muslim's face huge amounts of discrimination and prejudice everyday the evidence is incontrovertible and yet most just keep going and working hard, its not playing the victim.",2215
hypocrisy,Muslims do not have anything useful that can enrich our culture.,"This may disappoint you.but every single individual is contributing to a society in one way or another, regardless of their race or religion.",2216
question,"If you practice a non-indigenous faith, you are allowed to pray only in your home. Stop building mosques!",Aren't places of worship about far more than just prayers?,2217
hypocrisy,Islam oppresses and persecutes gay and women.,In this country women and gay people have been persecuted for centuries and there is still a long way to go to end it. How different are we really?,2218
facts,For what reason must Islam conquer our country? That is just dictatorial. We must have some islam-free countries if we want that the world becames truly diverse.,"Apart from its use as a 'code word' for multiple ethnicities, does not 'diversity' just mean 'a range of things', including different faiths? So surely a country without Islam would be less 'religously' diverse?",2219
facts,The Muslims are imposing their culture in the U.K and the government allows it by submitting to Islam.,No it isn't? Diversity is a strength.,2220
facts,Muslims are the creators of slave trade.,Christian Europeans are the ones that then expanded the slave trade to an industrial scale and instrumentalised exploitation as a key component of our economy.,2221
unrelated,"People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.",Combine vintage and new separates. Mix different eras of vintage. Go bold with a head-to-toe vintage look.,2222
denouncing,"Muslims and all of their defenders must be punished and confined. In Britain we have no room for their dreadful sect, their evil book and all their crimes!",Has history taught you nothing about this level of hatred?,2223
facts,Our country is fighting a war against Islam for a thousand years.,2.5 million Muslims travelled to Europe to fight for the Allies in WW1.,2224
support,Repatriation of Muslims to any Islamic country is a necessity. Islamic culture is not compatible with our values.,We must send Islamics back to their native countries. They are too different from us.,2225
facts,Muslims cannot add any value to our culture.,"That is why they're surgeons, doctors, teachers, entrepreneurs.",2226
denouncing,People that live in the West cannot live with Muslims.,Intolerance of other people's religious beliefs is incompatible with Western society.,2227
facts,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,"I personally think it's more about the commercialisation of a religious festival, rather than any 'betrayal of our culture', as such. Atheists like chocolate too.",2228
facts,"Isis bride wants to return to the UK. We cannot permit this, so do not let her in and leave her where she is now. She is not a citizen of the UK!",Given that a belief in the rule of Law is generally cited as a 'British value' - surely its important that this person is returned to the UK to stand trial for whatever crimes they may have committed?,2229
facts,The vast majority of Muslims are unemployed and refuse to work.,Job applicants with non-Muslim names are 3 times more likely to get a job interview than those with Muslim names. Remind me again why it is that they struggle to find work?,2230
facts,A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.),"But that does not at all undermine their contribution to public good and society, his allegiance is his own business.",2231
facts,Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.,"But like any religious concept, 'Jihad' is interpreted in all sorts of ways. Afterall, for Christians, 'Fighting the Good fight' does not have to be a literal instruction. When I was at school, they called this a 'metaphor'.",2232
facts,There is a war that involves us and the Muslims that is lasting for a thousand years.,"Do you know there are Muslims in British Army? [link to Muslim people currently in British Army, quotes from them about why? Quotes from army about recruitment?].",2233
facts,Muslims use corporal and cruel punishment on people.,"That is what biased news reports would have you believe, but violent incidents are committed by people of all faiths, muslims just get reported on more.",2234
denouncing,Muslims should be taken away from our country because they aren't accepted by anyone.,"You mean YOU do not want them here, most everyone else does, sorry.",2235
denouncing,Muslims do not have anything useful that can enrich our culture.,What is your hatred of Muslims contributing to our society except spreading intolerance and causing divide?,2236
question,The vast majority of Muslims are unemployed and refuse to work.,Have you spoken to or worked with a muslim?,2237
support,"They only way to cope with Islam and sharia is to ban them from the UK. Though I respect the peaceful Muslims, all their clerics are agitating for war, and Islam is a cult.",If we want to solve the problem with islam and sharia we should deport them. Even if I respect Muslims that are peaceful I think that priests are trying to start a war. Islam is a worship.,2238
facts,London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,"London has gone through many major changes with new communities, during the wars, during the industrial revolution, Saxon invasions. Who do you think the real Brits are? Or is it just colour you are worried about?",2239
support,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.","Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.",2240
denouncing,"The time to eliminate Islam has come, because it is a murderous cult.",This is not true. How can you say this about an entire faith? Just hatred.,2241
unrelated,Islam is a just a repressive ideology that persecutes women and gay people.,Visualize challenges as chances to grow. Coach yourself through scary situations. Practice deep breathing to release stress. Picture the worst-case scenario to put your fear in perspective.,2242
facts,Muslims conceived the slave trade.,"No, an entire faith did not invent the slave trade.",2243
facts,"The only way we can fight Islam and Sharia is to banish them from the UK. Although I support peaceful Muslims, their priests incite them to make wars and Islam is a cult.","From what I have heard clerics are supporting the idea of living peacefully, so I am not sure why you would think that someone is agitating for war? Plus, this is not a way to be.",2244
humor,Is this Afghanistan or Pakistan? You would never say this is an english town.#saville town (text accompanying video footage of people on their way to friday prayers etc. ).,Omg brown people contributing to our society. How dare they!?,2245
facts,Muslims use corporal and cruel punishment on people.,"Don't mix up politics and faith. No faith really encourages violence, the way politicians (on every side and nation) interpret them however, is a different story.",2246
unrelated,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,Blend all of the spices in a food processor until they're all the same size. Whisk the spice blend into the flour. Beat the egg and buttermilk in a separate bowl.,2247
facts,The vast majority of Muslims are unemployed and refuse to work.,"Around 12% of Muslims in the UK are unemployed, please do some basic research before posting fake statistics.",2248
facts,"If they love Sharia law so much, why do not they go off and live in a Muslim country?","Sharia 'law' does not really correspond to our idea of statutes or judicial precedents; rather, it is a body of guidance from the Quran with many interpretations.",2249
unrelated,A raped girl says rapists recited Quran to her to justify their crimes.,Figure out your teacher’s marital status. Research your university’s policy on student-teacher relationships. Determine the risk and reward.,2250
facts,Muslims should stay in their country if they want to follow sharia law.,"Sharia 'law' does not really correspond to our idea of statutes or judicial precedents; rather, it is a body of guidance from the Quran with many interpretations.",2251
humor,Western societies are too civilised to welcome Muslims.,"Western Society seems pretty incompatible with Western Society or any other at the moment, maybe we could learn something from Indonesia, which has been conflict free since 2005.",2252
denouncing,The world would be a better place without Muslims. They are only killing and raping our children.,The world would be a better place without prejudice and hate mongers. Why not do something that could really help children and support #truthproject.,2253
humor,We are not allowed to raise our national flag in case it offends a Muslim! #fitinorfuckoff.,If that were really true why are there so many union flags around then? Should we report the Queen next time she is home?,2254
humor,"Just visited the swimming baths with my little lad, 'Muslims Only' Session, couldn't get in. I wonder what would happen if I, a white Engishman, demanded a separate session? Its just Islamic appeasement!","Men Only' sessions are Friday evenings, 18:45-19:45. So what is this, 'Patriarchal Appeasement'?",2255
facts,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.","Prophet Muhammad: 'The dearest person to me in friendship and in love, in this world and the next is Jesus, the son of Mary.' - Muslims love Jesus lol why would they be offended by a celebration of his birth?",2256
denouncing,"Muslims have done horrible things in our countries such as machete attacks, gang rapes, killings and so on. Why hasn't our government done anything?",This is not true. How can you say this about an entire faith?,2257
facts,"Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expounded in their main books.","How many times have you read their main book? There is no blaming other cultures or instructions to violence its a myth, like most false news, lies or a few bits twisted and taken out of context.",2258
denouncing,Our western civilisation risks to be destroyed by islam.,"A much bigger threat to our diverse, tolerant western civilisation is hatred generalised to entire religions.",2259
humor,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,"Hmm, now what other religion does that sound like?",2260
facts,What have Muslims ever done for us?,The UK couldn't thrive without international trade. Trade with Muslim countries boosted our economy to help make Britain as strong as it is today.,2261
question,Muslims do not have anything useful that can enrich our culture.,Provide positive news story regarding Mulsims.,2262
denouncing,Islam is just a nasty stain on humanity.,Hatred generalised to an entire religion sounds like a much worse product of humanity.,2263
denouncing,Islam is contaminating humanity.,Hatred generalised to an entire religion sounds like a much worse product of humanity.,2264
support,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.",2265
support,"Why must Islam invade every country? That is just totalitarian. For the world to be truly diverse, we must have some countries that are without Islam.",For what reason must Islam conquer our country? That is just dictatorial. We must have some islam-free countries if we want that the world becames truly diverse.,2266
facts,"We should expel Muslims, everyone wants them out of the country.","No, bad plan. So much less diversity and cultural richness.",2267
denouncing,Islam pretends to be a religion but in reality it is only a moon cult.,How can you say such an offensive statement about a religion of 1.6 billion people from all walks of life?,2268
facts,"Why must Islam invade every country? That is just totalitarian. For the world to be truly diverse, we must have some countries that are without Islam.","I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",2269
question,Islam is a just a repressive ideology that persecutes women and gay people.,You sure?,2270
hypocrisy,One of many Pakistani rapist.we should extradite them from our country.,"Except the ones that diagnosed my illness, take care of me in hospital, drive me to where I need to be, cook my delicious take away when I haven't got time, teach my children in school. Get the point?",2271
facts,Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,Individuals have always used religion as an excuse to justify violent acts but it has never been the cause. Islam is no different.,2272
denouncing,Muslims are not civilised and Europe does not want them.,It is not very civilised of you to be intolerant of another religion.,2273
facts,Muslims have no place in civilised Europe.,There are centuries old Islamic communities in Europe.,2274
facts,Some Muslims recited the Quran while raping a girl because it validates their actions.,I cannot believe it! Looks like another scammy news which is actually not true.,2275
facts,"It is obviously a mental illness, the conciliation to Islam and Muslims.",Most Muslims are well-integrated in society and do not want to be 'appeased' and instead treated as normal citizens in society.,2276
humor,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,"Good job the police are so effective at catching and prosecuting non-Muslim sex-offenders and protecting their victims. Oh, wait.",2277
support,There can never be peace wherever there is Islam.,Islam and peace cannot coexist!,2278
question,Muslims are not civilised and Europe does not want them.,What do you base your view on?,2279
facts,The British government has a goal to convert us to an Islamic state which will be the home for all Muslims and a prison for opposition.,"Are you forced to pray in a Mosque? Or observe all the rules? As far as I see it, Muslims follow their traditions, that is their right, but they do not convert anyone in our society.",2280
hypocrisy,The Muslims are imposing their culture in the U.K and the government allows it by submitting to Islam.,"Are you suggesting that the 'Prevent' programme is about appeasement to Islam, Hadaway bonnie lad.",2281
facts,All muslim women are stupid: we should not be influenced by them.,"And when CVs submitted under a non Muslim name are 3 times more likely to get an interview than those submitted under a Muslim name, the problem very clearly lies with those employers who discriminate against Muslim women.",2282
facts,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.","Except for Muslims, both Jesus and Easter are very important so they do not really have a problem with Easter.",2283
facts,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.","Right wing is earning popularity by blaming Muslims for crimes, but it does not mean that it is actually true.",2284
support,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,Muslims grooming gangs are protected by the government and the police. This is a betrayal!,2285
unrelated,Being 'ignorant' and 'prejudiced' towards Islam isn't racism? It's common sense. You cannot be racist towards an ideology.,Decide what you will serve the champagne in. Pop the cork. Present the champagne. Know how to pour champagne. Pair the champagne successfully. Serve champagne as a part of another drink or food.,2286
support,"According to a recent OFSTED report, a school in Birmingham is still segregating girls and boys, despite a Hight Court ruling in 2017 that this is unlawful.",In Birmingham there is a school where girls and boys are separated even if it isn't legal.,2287
denouncing,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,How can you use such language to describe a religion of 1.6 billion people?,2288
unrelated,Appeasement to Islam and Muslims is a mental illness. It is a fact.,Choose healthy tortilla chips. Limit the amount of cheese. Eat beans. Use spicy elements. Replace sour cream with guacamole. Choose corn tortillas.,2289
facts,"Our state will become Islamic, a home for Muslims and a prison for those who oppose it. It is the goal of the government!","Are you forced to pray in a Mosque? Or observe all the rules? As far as I see it, Muslims follow their traditions, that is their right, but they do not convert anyone in our society.",2290
facts,Using violence to punish another person? Sounds like a muslim issue.,"Don't mix up politics and faith. No faith really encourages violence, the way politicians (on every side and nation) interpret them however, is a different story.",2291
hypocrisy,Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,"Except the ones that diagnosed my illness, take care of me in hospital, drive me to where I need to be, cook my delicious take away when I haven't got time, teach my children in school. Get the point?",2292
question,"We cannot even take the dog for a walk, we could offend Muslims.",Do you think a Muslim would forget to capitalise the I in Islam?,2293
facts,Muslims do not have anything useful that can enrich our culture.,"What have Muslims ever done for us? Well, Coffee, Clocks, Cameras, Hygiene, Universities, Surgical Instruments, Maps, Music, Algebra.",2294
question,"If islamics would oppose to child rapists that live in their community rather than make conferences about Islam, this religion would become certainly harmonious.",How is the action of an individual or group representative of an entire faith?,2295
question,We have been at war with Islam for a thousand years.,Says who?,2296
unrelated,We are not allowed to raise our national flag in case it offends a Muslim! #fitinorfuckoff.,Utilize existing connections. Look for positions online. Apply for positions that you think would be a good fit. Submit your resume and cover letter. Impress potential employers during interviews.,2297
unrelated,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,"Wear long-sleeved clothing, closed-toe shoes, and gloves. Tie up your horse. Trim the hair on your horse’s neck if necessary.",2298
question,Women and girls are harmed by Islamic that were allowed to enter in our country by our government.,Why do you link rapist crimes and Muslim people? Do you have any proof for that?,2299
question,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,Provide facts.,2300
hypocrisy,Muslims are not civilised and Europe does not want them.,"Oh, the same Muslims who contribute more than 31 billion pounds to economy and who give more to charity than other religious groups. Link to MEND factsheet.",2301
denouncing,"Europe is civilised, Muslims should not stay there.",It is not very civilised of you to be intolerant of another religion.,2302
denouncing,We must send Islamics back to their native countries. They are too different from us.,"I am not sure what values you are ascribing to us, but forced repatriation.",2303
facts,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.","Isn't polygamy common to a variety of cultures, and had been practiced by a range of religions. Ask the Mormons.",2304
question,"Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.",This is not true. Why do you think this?,2305
facts,"Europe is civilised, Muslims should not stay there.",Muslims have been in Europe since the 6th century and they belong here as much as anyone else.,2306
facts,Muslims are not inclined in working and for this fact they are unemployed.,"Muslims create over 70000 jobs in their firms in London alone, so no they do not refuse to work, they in fact create work for others.",2307
facts,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.",These are gross crimes that are surely common to people who may profess or be ascribed adherence to a range of faiths.although viewed from 'the inside' unlikely to be perceived as 'devout'. More about behaviours than matters of doctrine.,2308
question,Muslims are not inclined in working and for this fact they are unemployed.,"That is a sweeping generalisation to make, got any facts to back that up?",2309
question,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,Where do you get this misconception of that only Muslims practise FGM?,2310
facts,"Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'.","Whilst a small number of Muslims were involved in this, the vast majority stand against extremism (link to article about the Muslim anti-extremism march in Cologne)",2311
denouncing,What is the point in listening to Muslim women? They are all retarded.,Grow up.,2312
facts,Muslims use corporal and cruel punishment on people.,The vast majority of muslims are peaceful people- a small violent minority do not represent the islamic faith; just like christian terrorists do not represent the christian church.,2313
hypocrisy,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,"The only cover up I remember was in the Catholic Church, but we remember that the actions of individuals do not reflect on the whole.",2314
hypocrisy,Islam is irrational and incompatible with science.,Apart from all the scientists that are also muslim?,2315
denouncing,What is the point in listening to Muslim women? They are all retarded.,Sounds like thinly veiled sexism to me.,2316
hypocrisy,"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged.","And if all Muslims were to leave, women and girls would still be harmed - most of it comes from family friends, work places, people and institutions and of course we'd have no NHS or train service.",2317
question,Muslims have privileges that we do not have.,In what way?,2318
facts,"Why must Islam invade every country? That is just totalitarian. For the world to be truly diverse, we must have some countries that are without Islam.","I am not sure I would use 'invasion' to describe the spread of a particular faith or belief, but isn't' that what religions do. Spead; by text, by preaching, by word of mouth, by proselytisation?",2319
facts,It is curious that almost all easter eggs are being labelled 'chocolate eggs'. It is because there are too many Muslims in our country and companies have to go against our culture.,"When I last looked there were very few words, just pictures of chocolates, that is what makes us want chocolate and sells the eggs.",2320
denouncing,Muslims have no place in civilised Europe.,"Muslims have been a part of European society for hundreds of years, what is not 'civilised' is your attitude towards them.",2321
facts,"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence.",My dentist told me the Quran says: 'GOD does not love the aggressors.'?,2322
facts,Women and girls are harmed by Islamic that were allowed to enter in our country by our government.,Don't believe selective media stories that make out a disproportionate amount of violence towards women is committed by Muslims. (link to sexual assault statistics),2323
facts,Using violence to punish another person? Sounds like a muslim issue.,Islam is a religion of peace. People using it to justify violence do not understand islam or aren't complying with its principles.,2324
facts,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.","Islam has given many things to the Western society. For example, medicine, mathematics. These things belong with our society. It is not correct to deny all good things about a certain culture.",2325
hypocrisy,Westerners believe Islam is incompatible with their world. They consider it a religion worse than others. There are surveys about this.,"Isn't this the result of the conflation of the the 'actions' of some people professing a faith in Islam, with the religion itself. In Christian terms, this would be like judging Catholicism on the basis of the behaviour of a handful of the clergy.",2326
humor,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,[insert picture of Easter egg labelled as such] Are they?,2327
question,The votes of British Muslims matter for labourist politicians. They ignore the antisemitism from their side! This is a revolting fact!,Do you know the numbers of the votes of Britain Muslims?,2328
facts,"We cannot take our dog for a walk, because a local Muslim can be offended by this action.","Actually the Quran quite likes dogs, animals and if you read it carefully all people even non believers, like Christianity its only God /Allah that should judge.",2329
facts,Don't the Moslem's Holy books say 'kill infidels wherever they may be hiding'.,"No, the Qur'an does not instruct killing in any part of it. Seriously, check your facts.",2330
question,Our national flag cannot be shown as it could annoy a Muslim.#fitinorfuckoff.,So what about Muslims born in the UK whose national flag is the Union Jack?,2331
unrelated,The vast majority of Muslims are unemployed and refuse to work.,Interview prospective therapists before you commit. Visit your therapist. Gauge your therapist’s perspective and their intentions. Commit to the process of therapy.,2332
unrelated,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.",Gather your materials. Smear a small amount of glue over the hole. Inflate the mattress. Let the glue dry.,2333
denouncing,Conciliation with Muslims and Islam should be considered a mental illness.,If you actually knew more about different religions and cultures you would not say this.,2334
denouncing,"Islam is a cult (even if I couldn't say that) that leads us to war, in addition to that they are intolerant, biased,sexist and so on.",How can you say such hateful things about an entire faith?,2335
denouncing,Islam is a disease that infects our planet.,Replace islam with any other religion and see just how deeply offensive what you just said is.,2336
denouncing,To solve all our problems it is enough to burn down mosques and the Koran.,"How will being angry and violent towards members of your own community, who add so much, solve said communities issues?",2337
facts,Muslims are not civilised and Europe does not want them.,Muslims have been in Europe since the 6th century and they belong here as much as anyone else.,2338
question,"Our culture elements must be learned by the Muslims. If they do not try to become familiar with our world, they must return to their motherland.",What if somebody is UK citizen and muslim?,2339
support,"People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.","British laws are more in favor of Muslims. Muslims will not get punished if they commit a crime, but British people will.",2340
facts,"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women.","In fact, there are some verses in Quran advocate women's right. Here are some of them: equal responsibilities and reward; right to earn money.",2341
unrelated,Muslims in China were forced to eat pork and drink alcohol during the recent Chinese New Year celebration - At least China is doing it right!!,Make your letter stand out. Make your letter personal. Ask questions. Add something creative to your mail. Keep it short.,2342
unrelated,It is not about multiculturalism but about evil Islamic ideology. Islam is designed to dominate and destroy all other cultures. Wake up!,Listen to your spouse. Encourage your spouse to let out emotion. Allow your spouse to be silent. Let your spouse grieve for as long as needed.,2343
humor,"It is obviously a mental illness, the conciliation to Islam and Muslims.",As is paranoia.,2344
facts,"Islam is not a peaceful religion and does not produce the best of men. It denounces women and encourages crimes. Criminals are not all of a certain race or religion, but one race and religion produces criminals.","In fact, there are some verses in Quran advocate women's right. Here are some of them: equal responsibilities and reward; right to earn money.",2345
facts,Anti-semitism cannot be eradicated: our country is full of anti-semitic muslims. All our work is useless. There are too many Islams!,"Sociological research shows that Western people and immigrants occupy completely different slots in the labour market. Thus, we cannot say that Muslims prevent the white people from getting the position.",2346
question,Almost all Muslims deliberately decide not to work.,Provide unemployment data breakdown if possible.,2347
hypocrisy,Islam purpose is only the conquest.,If it is then it certainly hasn't been a religion of 'conquest' quite as successfully as some others. What about Christianity and colonialism?,2348
